,name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,label
40,When It Rains,When It Rains,charlieonnafriday,3QZTCVkRbtZG3Jp4vwhV1F,2024-07-05,61,169722,0.833,0.19,0.552,0.0,0.098,0.649,-7.516,0.0665,140.022,7,4,dislike
41,Debut,Debut,KATSEYE,58AZXyKRlsMBMcrRjpJpVG,2024-06-28,63,123281,0.866,0.00999,0.604,0.0,0.218,0.714,-4.286,0.0763,121.99,11,4,dislike
42,Treadmill,Treadmill,Knox,0ewQUWupKrDmYFhhiyjqaA,2024-06-28,58,193262,0.643,0.0431,0.823,0.0,0.0705,0.926,-4.237,0.0433,163.986,9,4,dislike
43,So High School,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,1GP8VW5Wk2w2obkWjGCGXd,2024-04-19,70,228800,0.366,0.0274,0.866,3.07e-06,0.106,0.293,-4.514,0.0466,176.07,7,4,dislike
44,LEFT OF ME,LEFT OF ME,Johnny Huynh,3yekSsyZzNvn9fsm1cznEP,2024-07-19,0,194172,0.535,0.425,0.416,0.0,0.158,0.272,-7.28,0.0325,75.96,6,4,dislike
45,There Goes My Baby,There Goes My Baby,d4vd,0nn1kMhCkhQqqZdnKL7Ext,2024-07-12,66,210666,0.531,0.852,0.307,8.25e-06,0.157,0.25,-8.92,0.0316,118.652,1,3,dislike
46,BOOM SNAP CLAP,BOOM SNAP CLAP,Jades Goudreault,6ZWnx79qcIAc4noEucrW2I,2024-07-19,0,116571,0.783,0.00637,0.456,0.0,0.0386,0.329,-9.419,0.0869,104.967,1,1,dislike
47,too young to be old,"Dear Joe,",Jax,0ZuZtcBEGMrkWhxEzJ06Lp,2024-06-28,60,187463,0.578,0.719,0.277,0.0,0.11,0.369,-7.309,0.0433,145.576,2,4,dislike
48,Cry,Fireworks & Rollerblades,Benson Boone,3h76tbaYIamSeJL81X7ZwI,2024-04-05,82,186359,0.711,0.104,0.48,1.55e-05,0.0894,0.352,-5.251,0.0365,107.948,10,4,dislike
49,bite the bullet,bite the bullet,Jessica Baio,5CspzXgtgJH2pSpDxQWjgo,2024-07-19,0,140925,0.713,0.31,0.786,2.05e-06,0.09,0.47,-2.991,0.0834,139.967,3,4,dislike
50,This Is What You Came For,This Is What You Came For,Calvin Harris,0azC730Exh71aQlOt9Zj3y,2016-04-29,86,222160,0.631,0.199,0.927,0.119,0.148,0.465,-2.787,0.0332,123.962,9,4,dislike
51,the boy is mine,eternal sunshine,Ariana Grande,0Lmbke3KNVFXtoH2mMSHCw,2024-03-08,87,173639,0.795,0.157,0.63,0.0,0.0732,0.447,-5.854,0.0434,97.998,7,4,dislike
52,"post-post apocalyptic dance party (From ""LEGO® Horizon Adventures™"")","post-post apocalyptic dance party (From ""LEGO® Horizon Adventures™"")",mxmtoon,1M62uXa2Y6vczDfKIpOnDy,2024-06-28,46,170591,0.65,0.0416,0.874,7.41e-05,0.14,0.676,-3.692,0.0588,131.047,9,4,dislike
53,Bloom,I SWAY,(G)I-DLE,6VMWKUfMM8l0Toddh1Lqto,2024-07-08,59,194453,0.724,0.244,0.739,0.0,0.137,0.677,-3.31,0.0407,116.009,0,4,dislike
54,it boy,it boy,bbno$,2UerDbZznc07mmGMD3WfHH,2024-05-24,78,145846,0.763,0.00179,0.885,0.000601,0.278,0.821,-6.388,0.0552,129.983,9,4,dislike
55,Our Way,Our Way,Mark Ambor,3KDo3wvYICgcGLapjSf1Oc,2024-06-28,70,185552,0.458,0.0655,0.594,0.0,0.106,0.632,-7.045,0.0306,184.179,0,4,dislike
56,HOT TO GO!,The Rise and Fall of a Midwest Princess,Chappell Roan,4xdBrk0nFZaP54vvZj0yx7,2023-09-22,89,184841,0.742,0.0187,0.757,0.0,0.305,0.957,-4.981,0.0421,139.982,6,4,dislike
57,Right Now,Supernatural,NewJeans,58Q3FZFs1YXPpliWQB5kXB,2024-06-21,77,160413,0.67,0.123,0.802,0.00478,0.121,0.551,-6.555,0.0468,171.977,3,4,dislike
58,Espresso,Espresso,Sabrina Carpenter,2qSkIjg1o9h3YT9RAgYN75,2024-04-12,99,175459,0.701,0.107,0.76,6.54e-05,0.185,0.69,-5.478,0.0285,103.969,0,4,dislike
59,Talk,Talk / Bye Bye,Omar Rudberg,1oJXyOgHH1qZGpgsODvt69,2024-06-28,57,151400,0.757,0.0408,0.607,0.000286,0.0744,0.654,-6.19,0.058,102.008,1,4,dislike
60,Cosmic,Cosmic,Red Velvet,0kE4TRJ0pWoRKzKdtbx8To,2024-06-24,73,225864,0.72,0.032,0.57,0.0,0.165,0.641,-4.482,0.0515,105.958,1,4,dislike
61,DIVE,DIVE,TWICE,5vK3WrTOp6rEoASx1jAsp1,2024-07-10,70,181860,0.796,0.146,0.702,0.0,0.119,0.893,-3.413,0.0377,114.992,1,4,dislike
62,Not My Problem,Not My Problem (Flyer Than U),Laila!,1T6dUV1mqXyA2bSP3lK0IZ,2024-06-14,74,159230,0.446,0.0792,0.739,0.0,0.398,0.237,-8.391,0.0692,138.023,7,5,dislike
63,Hearts Get Broken,Hearts Get Broken,Thomas Day,2RfhtA4okIMdaWAo1JOzyu,2024-06-28,56,186898,0.604,0.717,0.514,0.0,0.0978,0.5,-5.389,0.0307,125.053,1,4,dislike
64,LOSER!!,LOSER!!,Mckenna Grace,5lHh9CANIUY82y1HEzoeIX,2024-06-25,53,228133,0.421,0.161,0.848,0.0,0.292,0.4,-4.551,0.204,178.051,10,4,dislike
65,Look At That Woman,Look At That Woman,ROLE MODEL,5LbKwcuefoCUxlPkHEjGGW,2024-06-21,66,163458,0.665,0.433,0.752,0.207,0.102,0.564,-7.787,0.0339,134.993,2,4,dislike
66,The Spark,The Spark,Kabin Crew,0bhnFakmRioZbuQcmhVwoH,2024-06-13,78,146384,0.841,0.0531,0.864,5.75e-06,0.204,0.647,-4.437,0.237,173.931,6,4,dislike
67,Too Well,Everything To Everyone,Reneé Rapp,6Szgu8v7CAapag3XuuJX0b,2022-11-11,69,156631,0.688,0.117,0.602,0.0,0.115,0.343,-4.71,0.045,121.023,10,4,dislike
68,this is what slow dancing feels like,this is what slow dancing feels like,JVKE,4EhqimHdoK9OmCNvCfioH6,2024-04-15,68,145735,0.385,0.296,0.504,0.00676,0.111,0.33,-3.204,0.034,66.452,5,4,dislike
69,seasons,summer flows 0.02,wave to earth,5VBjyOQzqlPNgdRPMM6prF,2020-08-04,79,255998,0.372,0.782,0.273,0.0463,0.219,0.165,-10.629,0.0268,60.038,7,4,dislike
70,Girls Just Wanna Have Some,Girls Just Wanna Have Fun,Chromatics,1WM80A5a4xDtlndjqjZQIv,2015-11-06,75,223236,0.667,0.175,0.629,0.116,0.0915,0.455,-8.493,0.0324,115.002,0,4,dislike
71,Nice To Meet Ya,Nice To Meet Ya,Niall Horan,3cphb8kdsjElYR7r5icK3H,2019-10-04,59,158805,0.591,0.0119,0.841,0.0,0.395,0.392,-4.351,0.0304,109.031,4,4,dislike
72,Bring Back The Beat,Bring Back The Beat,Pixey,10HGnM2Bo6BGYAlcrC6N5O,2024-06-18,48,193527,0.535,0.185,0.947,0.0,0.337,0.582,-2.727,0.0693,124.035,10,4,dislike
73,DEVIL IS A LIE,DEVIL IS A LIE,Tommy Richman,6jlG8gBPNAgBgoivw2Ig09,2024-06-14,88,130944,0.904,0.174,0.452,0.0,0.115,0.613,-7.272,0.132,90.026,9,4,dislike
74,Tease Me,Tease Me,Nicky Youre,2zd9veJ3ELc1OBTbscFx7b,2024-06-07,51,162800,0.554,0.00227,0.532,0.0,0.189,0.69,-4.655,0.0468,167.989,5,4,dislike
75,Anxious,Anxious,Mercer Henderson,63aEUl2Mq4KAuuEkai3LgJ,2024-06-28,47,146603,0.46,0.174,0.532,0.0,0.382,0.472,-5.133,0.0399,106.138,1,4,dislike
76,That Should Be Me,My World 2.0,Justin Bieber,0aPZbnkMoWJaJ5CNVLCj8S,2010-01-01,74,232720,0.552,0.199,0.603,0.0,0.151,0.231,-5.71,0.0334,139.907,8,4,dislike
77,Ode to a Conversation Stuck in Your Throat,Del Water Gap,Del Water Gap,51Lf3l6wx008NdBxCQnD6B,2021-10-08,70,199232,0.57,0.0598,0.804,8.96e-05,0.187,0.624,-6.782,0.0701,87.533,11,4,dislike
78,ABCD,NA,NAYEON,0V2passWyAXnON67kfAj7y,2024-06-14,82,162840,0.682,0.0404,0.926,0.0,0.19,0.86,-2.515,0.0607,105.969,3,4,dislike
79,Overwhelmed (Ryan Mack Remix),Overwhelmed (Ryan Mack Remix),Ryan Mack,03eyNjBM2mpx28H6kdaufN,2021-07-14,75,103240,0.658,0.161,0.445,0.0,0.0845,0.513,-8.749,0.154,174.111,0,4,dislike
80,First Time,First Time,NERIAH,3gZ8s2w5v9jmjRkwYFRKxg,2024-06-14,46,153600,0.583,0.07,0.782,0.0,0.0755,0.406,-4.532,0.0634,75.055,8,4,dislike
81,God Needs The Devil,God Needs The Devil,Jonah Kagen,3nEotpBFeXq0OJstuHzwDP,2024-05-03,67,192133,0.545,0.64,0.534,0.0,0.0874,0.288,-8.35,0.0464,81.083,9,4,dislike
82,Blue Moon,Blue Moon,NIKI,0aYf2v4kpJkx4KHl49gwY0,2024-06-21,63,226306,0.528,0.523,0.507,9.77e-06,0.157,0.539,-9.343,0.115,169.774,2,4,dislike
83,MILLION DOLLAR BABY,MILLION DOLLAR BABY,Tommy Richman,5AJ9hqTS2wcFQCELCFRO7A,2024-04-26,95,155151,0.852,0.0973,0.697,0.00037,0.0678,0.919,-5.52,0.0439,138.029,1,4,dislike
84,WOKE UP,WOKE UP,XG,4keuUM29CtIWgsPRzRhXoW,2024-05-21,81,188010,0.884,0.0222,0.633,0.0,0.0765,0.462,-5.826,0.291,146.904,11,4,dislike
85,talking to the moon,talking to the moon,Sam Tompkins,7ac8sFokKrAkhRkLXifLJn,2024-06-21,55,180708,0.588,0.919,0.294,0.0,0.146,0.176,-7.216,0.0346,129.693,11,4,dislike
86,How Sweet,How Sweet,NewJeans,38tXZcL1gZRfbqfOG0VMTH,2024-05-24,84,219026,0.803,0.0816,0.895,5.67e-06,0.154,0.757,-2.888,0.0623,124.994,1,4,dislike
87,Bubble Gum,How Sweet,NewJeans,19D8LNpWwIPpi6hs9BG7dq,2024-05-24,80,200266,0.758,0.138,0.709,0.0,0.0765,0.529,-3.589,0.0447,105.005,9,4,dislike
88,wish i was a robot,falling for robots & wishing i was one,LØLØ,4tnGc7m25Bnr4OahPYOLGn,2024-06-07,48,177691,0.599,0.133,0.635,1.28e-05,0.0849,0.43,-4.733,0.0691,96.11,11,4,dislike
89,Belong Together,Belong Together,Mark Ambor,5uQ7de4EWjb3rkcFxyEOpu,2024-02-16,91,148317,0.646,0.491,0.668,0.0,0.212,0.64,-5.203,0.0282,90.969,2,4,dislike
90,Pretty Little Devil,Pretty Little Devil,Shaya Zamora,3fxWcOWUQxapuKin9NhCcf,2024-04-19,71,167690,0.767,0.0616,0.437,9.11e-05,0.105,0.358,-4.526,0.0348,123.926,4,4,dislike
91,american jesus,american jesus,Nessa Barrett,6gnjE8oBkosBIEZroEjq4I,2023-04-28,56,168899,0.653,0.317,0.431,0.0,0.234,0.429,-7.375,0.0363,94.898,9,4,dislike
92,Guard Down,The Idea of You (Original Motion Picture Soundtrack),August Moon,3HpaV46FMvO52VbH0wuxpP,2024-05-02,68,153002,0.765,0.00176,0.86,0.0,0.214,0.689,-4.75,0.0572,138.019,7,4,dislike
93,obsessed,GUTS (spilled),Olivia Rodrigo,6tNgRQ0K2NYZ0Rb9l9DzL8,2024-03-22,83,170541,0.68,0.0181,0.581,1.07e-06,0.276,0.63,-5.166,0.106,119.974,8,4,dislike
94,Man In Finance (G6 Trust Fund),Man In Finance (G6 Trust Fund),Girl On Couch,5zuPzhnGl0DRRWmquMi2MP,2024-05-17,73,151405,0.648,0.00273,0.933,0.018,0.14,0.402,-3.947,0.0651,127.967,7,4,dislike
95,Karma,Karma,JoJo Siwa,2uqxsofWmgRT0ekghgy3ln,2024-04-05,67,187711,0.682,0.0716,0.703,0.0,0.0746,0.342,-4.722,0.0508,117.823,7,4,dislike
96,Bored,Bewitched: The Goddess Edition,Laufey,2SPbioo65CuUB3H0aW1ID5,2024-04-26,74,213213,0.508,0.912,0.419,2.22e-05,0.114,0.257,-9.786,0.0429,139.109,7,3,dislike
97,Make You Mine,Make You Mine,Madison Beer,48vIfHaK7by6x0T6ucpODL,2024-02-09,81,221709,0.533,0.221,0.642,0.00697,0.238,0.488,-6.315,0.0403,123.128,6,4,dislike
98,Austin (Boots Stop Workin'),What Happens Now?,Dasha,2uqYupMHANxnwgeiXTZXzd,2024-02-16,91,171782,0.756,0.464,0.672,3.37e-06,0.108,0.739,-6.743,0.0522,114.935,0,4,dislike
99,Too Sweet,Unheard,Hozier,4IadxL6BUymXlh8RCJJu7T,2024-03-22,84,251424,0.741,0.0295,0.62,0.000809,0.0398,0.934,-5.505,0.0412,117.038,10,4,dislike
0,Tears (with Paige Cavell),Comfort In Chaos,John Summit,2NKwz3gyK8da44pR2ZbiM1,2024-07-12,66,236270,0.649,0.00422,0.911,0.0835,0.104,0.0563,-5.832,0.0495,126.004,7,4,dislike
1,How Do You Love? (feat. Mougleta),Reverie,Gorgon City,2C6js1uZ2MOTOuWoK30re8,2024-07-19,0,210693,0.736,0.0417,0.863,0.0362,0.215,0.572,-4.59,0.219,130.007,0,4,dislike
2,Move,Move,Adam Port,1BJJbSX6muJVF2AK7uH1x4,2024-06-07,88,177598,0.727,0.0563,0.782,0.336,0.225,0.655,-8.529,0.042,119.992,8,4,dislike
3,Lioness,Lioness,Swedish House Mafia,73rh3AJNXQl8iMWgWRrQTR,2024-06-07,76,172515,0.515,0.0246,0.667,0.0015,0.107,0.192,-5.188,0.199,127.948,9,4,dislike
4,girl$,girl$,Dom Dolla,46N3FCKFABRjNoNBVq4osr,2024-06-07,74,209552,0.755,0.00961,0.945,0.195,0.862,0.797,-5.695,0.0533,133.987,0,4,dislike
5,Life,Life,Jamie xx,0sJMoIcWlkdSqnADm5Q2am,2024-06-17,70,202648,0.7,0.00414,0.863,0.0197,0.32,0.649,-6.755,0.179,123.996,5,4,dislike
6,I Adore You,I Adore You,HUGEL,5nPbKG04fhLkIAjcPFaZq7,2024-07-19,0,214000,0.704,0.00926,0.787,0.00538,0.159,0.31,-6.751,0.0462,119.996,11,4,dislike
7,In The Dark,In The Dark,Armin van Buuren,0IAFmrpi9KF0PP3LONJonm,2024-07-12,66,148930,0.633,0.0132,0.898,2.07e-06,0.339,0.876,-3.254,0.034,125.994,2,4,dislike
8,Tell Me What You Want,Tell Me What You Want,Oden & Fatzo,6MRUQNjaUud1TiFBRV8HNq,2024-06-14,66,160314,0.765,0.00422,0.811,0.0,0.0699,0.766,-6.586,0.0482,127.925,1,4,dislike
9,Lift You Up,Lift You Up,Jessie Ware,4dUCnam5rLVdrQHYWEIx0e,2024-06-30,62,227520,0.698,0.00333,0.918,1.65e-06,0.063,0.817,-4.216,0.0505,125.0,10,4,dislike
10,TOO COOL TO BE CARELESS,TOO COOL TO BE CARELESS,PAWSA,6KqM3xmPIDonsTjCSGrrr5,2024-07-05,65,220046,0.805,0.002,0.781,0.302,0.0598,0.818,-7.225,0.0434,128.001,1,4,dislike
11,BLOW (WHITE GIRL IN TOWN) [feat. Kilo Ali],BLOW (WHITE GIRL IN TOWN) [feat. Kilo Ali],Sosa UK,52r4FYDc8x1DlWt6x2vuiT,2024-06-14,69,145454,0.884,0.0482,0.764,0.00123,0.106,0.808,-6.927,0.076,132.021,3,4,dislike
12,lift off!,lift off!,salute,1lsuQNbQXg0smdcAaRpmja,2024-07-11,60,214391,0.673,0.00238,0.93,0.643,0.0854,0.203,-4.154,0.0433,136.022,2,4,dislike
13,places to be,places to be,Fred again..,561pBFcFL2Pwb9HPO9tU8J,2024-05-31,79,226677,0.548,0.0253,0.878,0.000934,0.0909,0.826,-5.154,0.0598,174.043,10,4,dislike
14,SMACK TALK,SMACK TALK,ISOxo,5rzHkSHRyZUdQcCX6noFDB,2024-06-28,63,240000,0.46,0.00688,0.959,0.956,0.12,0.183,-2.096,0.096,140.071,10,4,dislike
15,Addicted,Addicted,Zerb,5ZUIPLoTLJZrPQh2kFZEUM,2024-03-29,84,152250,0.771,0.0245,0.741,0.000163,0.111,0.19,-7.132,0.0374,120.064,5,4,dislike
16,Music is Better,Music is Better,RÜFÜS DU SOL,2OnSedqUAqhCLZhCR4gjMw,2024-06-21,71,236098,0.6,0.00394,0.786,0.0533,0.674,0.379,-6.392,0.0329,121.97,4,4,dislike
17,Smile (feat. Carolina Liar),Smile (feat. Carolina Liar),Martin Garrix,73SGUxXPloaU5CfeKkJf5D,2024-07-19,0,192963,0.57,0.465,0.595,5.59e-06,0.0556,0.337,-7.086,0.0304,125.038,9,4,dislike
18,I Like It (with Nate Smith),I Like It (with Nate Smith),Alesso,3MBJxg2sT7CAdqYcdU8C5K,2024-07-12,69,152349,0.658,0.000266,0.817,0.000101,0.259,0.629,-3.652,0.0373,129.075,11,4,dislike
19,Last Night - Anyma x Layton Giordani Remix,Last Night (Anyma x Layton Giordani Remix),Loofy,22hOKPKTAegLoLJKM33K4a,2024-05-17,67,256743,0.867,0.0858,0.681,0.304,0.0822,0.0789,-5.702,0.051,129.001,1,4,dislike
20,HEAT,HEAT,Tove Lo,3Du9k9oZz7DJCMZviju2lD,2024-06-14,74,217529,0.702,0.00695,0.945,0.613,0.352,0.427,-3.997,0.0394,125.001,2,4,dislike
21,Without You (with HAYLA),Without You (with HAYLA),Kygo,5KW4qNLjWeh7rMbxCfg89N,2024-05-31,69,263879,0.269,0.0336,0.681,0.0,0.0927,0.0674,-5.51,0.0473,85.365,9,5,dislike
22,"She’s Gone, Dance On","She’s Gone, Dance On",Disclosure,29I9dv9Nq704w0Oc5yFGsR,2024-05-29,78,226773,0.534,0.000215,0.943,0.794,0.0929,0.375,-4.812,0.0496,134.004,1,4,dislike
23,Chase It (Mmm Da Da Da),Chase It (Mmm Da Da Da),Bebe Rexha,08APpCYHGsbJ2N9jhRgLQY,2024-05-17,71,154639,0.75,0.0281,0.725,0.00322,0.0864,0.276,-7.055,0.0493,131.976,0,4,dislike
24,Bittersweet,Bittersweet,LP Giobbi,70u4z4wltq4ANdu7EszBXX,2024-06-26,58,298425,0.649,0.0243,0.87,0.0675,0.377,0.799,-5.645,0.0418,128.0,7,4,dislike
25,Black Friday (pretty like the sun),Black Friday (pretty like the sun),Lost Frequencies,4MSj19TwYBLgDFj3ddEeco,2024-07-19,34,145599,0.853,0.633,0.618,0.89,0.0972,0.32,-10.833,0.0923,126.031,6,4,dislike
26,Resonate (feat. Julia Church),Resonate (feat. Julia Church),John Summit,2pvQCbUnXHOpAcJOkgAYmZ,2024-06-21,67,241846,0.604,0.0486,0.872,0.000343,0.106,0.0587,-6.855,0.133,129.953,7,4,dislike
27,Kisses (feat. bbyclose),Kisses (feat. bbyclose),BL3SS,1bJRd2ey6ER7neSxZwYdAG,2024-03-22,77,138246,0.793,0.279,0.779,0.000311,0.314,0.687,-4.609,0.0581,142.002,9,4,dislike
28,Push,Push,Skrillex,29OFLlrrfKIEVwbVMTjBYe,2024-05-24,68,185244,0.751,0.019,0.864,0.0,0.0557,0.586,-2.85,0.125,140.078,7,4,dislike
29,Make Up,Make Up,Jazzy,5huDOE63jdNZTiBODndFc1,2024-07-12,55,151764,0.727,0.079,0.756,6.78e-06,0.0905,0.76,-8.794,0.0416,136.115,6,4,dislike
30,6 In the Morning (feat. Nate Dogg),6 In the Morning (feat. Nate Dogg),Flex (UK),4hGLX2kT2Ayrw0Uh2oQp0J,2024-05-17,72,168000,0.793,0.00323,0.658,0.911,0.0818,0.393,-9.306,0.0619,131.985,5,4,dislike
31,Girls,Girls,TSHA,5XWwqKNVlQO07sdngDh8iL,2024-06-17,54,205897,0.613,0.000508,0.762,0.00331,0.119,0.629,-5.598,0.032,127.996,0,4,dislike
32,My City (feat. Katy Tiz),My City (feat. Katy Tiz),Tiësto,5sjvmFMLPjBXDd2XDr9JIm,2024-05-15,59,151874,0.668,0.00169,0.943,0.548,0.13,0.195,-3.375,0.0498,128.011,2,4,dislike
33,How You Move - Edit,How You Move,Charlotte de Witte,1biKqdOsiIo2JekJ8UPX1x,2024-06-20,55,169614,0.704,0.105,0.994,0.834,0.113,0.287,-6.851,0.0671,137.977,7,4,dislike
34,Neverender,Hyperdrama,Justice,3aQ9MHkMeL7Yu7jpyF62xn,2024-04-26,73,266493,0.563,0.0258,0.44,7.62e-06,0.227,0.417,-10.01,0.0608,116.988,6,4,dislike
35,Hey Homie,Hey Homie,Sofi Tukker,5HlzvCWmwMFeA0ENrG8ixa,2024-07-19,0,189874,0.681,0.229,0.687,9.25e-05,0.0756,0.468,-6.417,0.0448,90.009,5,4,dislike
36,Summertime Blues (feat. Nathan Nicholson),Summertime Blues (feat. Nathan Nicholson),Chris Lake,6q36Cqt2d3O5jqrQR9uXCp,2024-04-26,69,251201,0.723,0.259,0.875,0.0283,0.224,0.496,-5.052,0.0605,130.015,1,4,dislike
37,Fortnight (feat. Post Malone) - BLOND:ISH Remix,Fortnight (feat. Post Malone) [BLOND:ISH Remix],Taylor Swift,1gejz5ROvJBUb6WJzkMAcc,2024-05-22,72,216979,0.766,0.0117,0.699,0.00241,0.082,0.465,-7.118,0.0469,126.99,11,4,dislike
38,Baddy On The Floor,Baddy On The Floor,Jamie xx,3CqaTHbiU2nBy3Ar9RnDHN,2024-04-15,69,222315,0.652,0.00307,0.877,0.699,0.186,0.562,-6.281,0.0339,124.024,6,4,dislike
39,Yamore,Yamore,MoBlack,480j122Gpi252OIfy4SNzm,2024-06-07,70,248000,0.795,0.00263,0.577,0.147,0.051,0.206,-9.638,0.0648,119.986,1,4,dislike
40,Stumblin' In,Stumblin' In,CYRIL,0h3Xy4V4apMraB5NuM8U7Z,2023-11-10,89,213363,0.875,0.0638,0.518,0.00995,0.125,0.37,-8.388,0.0551,126.089,2,4,dislike
41,TRIPPIN,TRIPPIN,BUNT.,4ml1Eq4wmcdfN0Q6pNEly7,2024-06-28,65,202881,0.516,0.0326,0.553,0.000243,0.295,0.261,-7.029,0.0563,175.155,2,4,dislike
42,The Spark,The Spark,Kabin Crew,0bhnFakmRioZbuQcmhVwoH,2024-06-13,78,146384,0.841,0.0531,0.864,5.75e-06,0.204,0.647,-4.437,0.237,173.931,6,4,dislike
43,On Again,On Again,Mau P,5vASuVQkngtFoCOczem52V,2024-04-30,64,228000,0.61,0.00482,0.951,0.0109,0.149,0.304,-4.659,0.0665,129.976,0,4,dislike
44,All My Friends Are Hot,All My Friends Are Hot,Jackie Hollander,2bRM3rvHhI9cb2TCnnZIAR,2024-06-07,49,179076,0.798,0.00241,0.607,0.534,0.267,0.517,-7.012,0.0467,129.989,1,4,dislike
45,Holy Moly (feat. Ty Dolla $ign),Head Rush,Channel Tres,1q22aC4uN1ScliKRzoB0OV,2024-06-28,55,141760,0.838,0.142,0.523,0.0322,0.16,0.423,-8.994,0.0633,108.99,8,4,dislike
46,Honey Boy (feat. Nile Rodgers & Shenseea),Honey Boy (feat. Nile Rodgers & Shenseea),Purple Disco Machine,1NpIUD4KqHaMT91kw0YV40,2024-05-03,78,227283,0.724,0.0103,0.8,9.38e-05,0.0823,0.925,-5.468,0.0541,119.984,5,4,dislike
47,Right Here,Right Here,Becky Hill,2VpKBfkqAZr1iAwwg8AGDO,2024-05-01,63,179015,0.488,0.011,0.936,2.31e-06,0.0798,0.325,-0.714,0.0452,174.749,11,4,dislike
48,Set My Heart On Fire (I'm Alive x And The Beat Goes On),Set My Heart On Fire (I'm Alive x And The Beat Goes On),Majestic,33oyHkoS7H92RWsecOKn6u,2024-05-03,75,179016,0.551,0.0347,0.873,6.45e-06,0.0997,0.583,-5.157,0.218,119.988,0,4,dislike
49,Back To One,I Hear You,Peggy Gou,1kOg8OXkYhsoaCuDppNyxF,2024-06-07,64,298469,0.8,0.0109,0.823,0.0527,0.0568,0.917,-5.571,0.123,126.036,9,4,dislike
50,How You Feel (Ft. Leven Kali),How You Feel (Ft. Leven Kali),ANOTR,3Kwj07sN1wdzlRNMU8rNX0,2024-04-19,74,196853,0.71,0.191,0.665,0.0111,0.1,0.487,-7.103,0.0362,127.997,6,4,dislike
51,Planet Blue,Planet Blue,Carlita,5MvfAqLuOzuJ46quLvHhwn,2024-06-13,54,175414,0.622,0.0544,0.868,0.86,0.114,0.394,-6.521,0.0367,129.0,6,4,dislike
52,I Don't Wanna Wait,I Don't Wanna Wait,David Guetta,331l3xABO0HMr1Kkyh2LZq,2024-04-05,90,149667,0.681,0.0375,0.714,0.0,0.232,0.554,-4.617,0.0309,129.976,1,4,dislike
53,Ride Or Die,Ride Or Die,Aluna,2CbuQYjqutizzJraX3ILZY,2024-05-03,50,168199,0.694,0.315,0.785,0.000428,0.167,0.395,-6.383,0.11,132.012,10,4,dislike
54,A Little Closer,A Little Closer,Diffrent,2wCgQVCF0jhDWiNTFjti7b,2024-05-10,70,175208,0.633,0.0362,0.842,0.666,0.149,0.572,-5.976,0.0341,145.015,7,4,dislike
55,Pedro,Pedro,Jaxomy,48lxT5qJF0yYyf2z4wB4xW,2024-03-29,88,144846,0.788,0.0229,0.936,1.3e-06,0.311,0.844,-6.294,0.301,151.019,9,4,dislike
56,These Words,These Words,Badger,7leW1Dmvs9A4oDh9i5Qwpz,2024-04-05,82,136580,0.595,0.017,0.989,0.0,0.321,0.223,-2.695,0.0736,129.989,5,4,dislike
57,Weak,Weak,Vintage Culture,62gzfhHi2supfHWfi6iHbA,2024-01-19,71,202560,0.829,0.0472,0.682,0.00848,0.091,0.451,-8.029,0.0702,123.034,10,4,dislike
58,Hiding,Hiding,Ben Böhmer,3kFnwZHnMMNeO2YpOZyZVw,2024-07-09,59,222092,0.447,0.0559,0.927,0.557,0.121,0.383,-6.189,0.0311,133.978,6,4,dislike
59,DANCE THROUGH THE NIGHT (with Norma Jean Martine),DANCE THROUGH THE NIGHT (with Norma Jean Martine),Gryffin,19s4YWDwmyYOLWiAqTB4EX,2024-06-28,58,187000,0.647,0.0598,0.789,3.46e-06,0.34,0.67,-4.404,0.0734,126.087,0,4,dislike
60,Ready For Your Love,Ready For Your Love,Felix Jaehn,3Kr7UHOUkgaH4PK3Mp1fUP,2024-07-05,66,159055,0.729,0.0123,0.724,0.0305,0.187,0.357,-5.779,0.0986,128.027,2,4,dislike
61,Mind Still (feat. blythe),Mind Still (feat. blythe),Sonny Fodera,5698qx5K7VmYzeJ6O4WR7v,2024-04-05,70,156498,0.674,0.0482,0.723,0.0164,0.195,0.292,-6.678,0.0362,134.943,4,4,dislike
62,SONG REQUEST,SONG REQUEST,Ray Volpe,4ZlcezbAuIfO400BvhlvtD,2024-05-31,61,204923,0.614,0.00235,0.983,0.327,0.69,0.266,-2.133,0.0729,130.018,6,4,dislike
63,ONE FOR YOU,ONE FOR YOU,ALLEYCVT,3b26vJtV7KETHKtu4sxabB,2024-07-12,48,152516,0.559,0.0164,0.76,0.00188,0.109,0.0885,-4.768,0.0551,155.095,10,4,dislike
64,Drip Sweat (feat. Channel Tres),Drip Sweat (feat. Channel Tres),KAYTRANADA,4r7e8yV4Xem3iC4hkkI4Hn,2024-06-04,53,147707,0.786,0.00145,0.838,0.00387,0.0608,0.364,-9.549,0.159,117.014,1,4,dislike
65,Kimbara,Kimbara,Barry Can't Swim,3iHrGCUXfZ4BoOy615Ydbk,2024-04-30,68,189816,0.62,0.00183,0.869,0.488,0.296,0.845,-5.566,0.0486,125.031,4,4,dislike
